id;text;label;predict_proba;predict_label;lime_weights
971;And when we arrived, this event just went even deeper down the drain. I was just utterly disgusted with him, seriously! Look, I'm sorry, but I just hate the guy with every fiber of my being.;negative;[0.8054702838902972, 0.11479537793865474, 0.07973433817104787];negative;{'negative': [('was', 0.1532520727802368), ('with', -0.13487332417333303), ('this', 0.1085280276785659), ('even', 0.10779953246771438), ('And', 0.0639270684432682), ('being', 0.06331474179433831)], 'neutral': [('was', -0.11217993674456897), ('this', -0.0933247064437617), ('And', -0.08752409911281338), ('even', -0.07806554780538354), ('event', 0.06899653201831085), ('the', -0.054527237420274384)], 'positive': [('with', 0.07346716329725536), ('the', 0.041912181801214005), ('utterly', -0.036290006611404205), ('was', -0.03467435860506614), ('down', -0.03350765127129167), ('drain', -0.026646860980967888)]}
333;We had a dinner event at the time, the ice cream was not separated from the espresso so we weren't able to mix it to our personal preferences. The salmon steak wasn't that fresh either, the skin was tough, must've been kept too long in the fridge or freezer. Ironic, considering it was supposed to be the delicious main course.;negative;[0.7297571881327273, 0.035143792545538906, 0.23509901932173366];negative;{'negative': [('was', 0.2747164506975904), ('the', -0.1318129409163492), ('too', 0.08847753441160382), ('delicious', -0.08015132167856108), ('not', 0.0789609677153768), ('so', 0.05993708024072111)], 'neutral': [('was', -0.14685164575421866), ('the', -0.07526128770730764), ('so', -0.049170120081711684), ('too', -0.04669768770765789), ('fridge', 0.04410651294382732), ('had', -0.029713808606219916)], 'positive': [('the', 0.19765991595552554), ('was', -0.13951384708740389), ('delicious', 0.09097479031960959), ('not', -0.07055463810806563), ('too', -0.05508768669481883), ('course', 0.051632489161569685)]}
700;The place is easy to find. It's clean and hygenic, the service's great, and we can discuss the available meals. Pretty cool;positive;[0.004132985375699187, 0.0022393306019268533, 0.9936276840223741];positive;{'negative': [('great', -0.04772149692707378), ('place', -0.041671500202258085), ('cool', -0.03024070581856572), ('and', -0.026964102195876857), ('Pretty', -0.02425181292422576), ('the', -0.023770783695632552)], 'neutral': [('and', -0.08101742657918329), ('place', -0.04756748383360863), ('the', -0.04628582294935022), ('great', -0.044008330085651096), ('Pretty', -0.04160560000412413), ('meals', 0.035588080936475495)], 'positive': [('and', 0.10325174384177481), ('great', 0.08732039435757362), ('place', 0.08455799100030895), ('the', 0.06621076922007271), ('Pretty', 0.06261981216953894), ('cool', 0.04327945801652274)]}
726;The best dinner buffet. You get all your money's worth. Tastes great with lots of options. There's even a group discount sometimes. Keep it up.;positive;[0.17651158599925199, 0.5201615436167987, 0.3033268703839493];neutral;{'negative': [('group', 0.10705062496173064), ('even', 0.09706183183425371), ('Keep', -0.07539412141316618), ('get', -0.0731144467223028), ('You', -0.07113076251442202), ('lots', -0.07005365126204705)], 'neutral': [('get', 0.16964010674102378), ('Keep', 0.1541506193902186), ('great', -0.12951456124329774), ('even', -0.12681621143216312), ('all', -0.09234023920972341), ('The', -0.07529065905289048)], 'positive': [('great', 0.1901417951633461), ('with', 0.10130933945279418), ('Tastes', 0.09268830402155499), ('get', -0.08403549618064007), ('money', -0.08071690171204632), ('Keep', -0.07175981055053444)]}
203;Perfect place to enjoy the night. It's quite comfy. Somewhat affordable, too. My favorite is the tenderloin steak. Pretty delicious;positive;[0.004015366116139879, 0.0009602308296576019, 0.9950244030542023];positive;{'negative': [('place', -0.050534794812108125), ('delicious', -0.04948179896665543), ('Perfect', -0.04599264054536993), ('the', -0.03640145904433288), ('too', 0.03422122740423819), ('Pretty', -0.03195624861180146)], 'neutral': [('the', -0.023486937421794765), ('place', -0.023328445788329787), ('Pretty', -0.02163800587090835), ('delicious', -0.02142888932552461), ('Perfect', -0.01830360197611638), ('is', -0.01715647047459145)], 'positive': [('place', 0.06990244506809995), ('delicious', 0.06588315394033266), ('Perfect', 0.059772355907289326), ('the', 0.05562627727822706), ('Pretty', 0.049905958620000225), ('enjoy', 0.03284903760727994)]}
772;I tried to break my fast here. For a relatively expensive price compared to high-class hotels like it, the food was very disappointing. The pasta was bland, and the others were just as tasteless. A lot different than what they usually served. And the service wasn't all that professional, especially when paying with credit cards.;negative;[0.6446579977893383, 0.008326049544882606, 0.3470159526657791];negative;{'negative': [('was', 0.190117838076943), ('here', -0.11401443739988837), ('the', -0.10812154868478285), ('disappointing', 0.09884125997400417), ('compared', 0.09273228517975887), ('lot', -0.07762005630957611)], 'neutral': [('was', -0.050099765306516185), ('food', -0.029192684127614846), ('And', -0.028361370682785464), ('the', -0.02832392487697709), ('and', -0.027789712986036857), ('usually', 0.021013194851061977)], 'positive': [('was', -0.13903455001738316), ('the', 0.13671218243983735), ('here', 0.13273308662623165), ('lot', 0.09631910941026618), ('disappointing', -0.08139384332078324), ('compared', -0.08116109377160179)]}
415;I am so confused, almost all of that figure's supporters are the same, they usually just yell, slander, flame, spread hoax, let their emotions run wild, and never use their common sense;negative;[0.8431259359846772, 0.07415126946147982, 0.08272279455384303];negative;{'negative': [('so', 0.12970970351705055), ('usually', -0.09849171303731565), ('run', 0.0903349767015273), ('am', 0.06978545031578548), ('they', 0.059214443213954845), ('use', 0.05174876233777785)], 'neutral': [('so', -0.11369008129137685), ('usually', 0.11334755911314522), ('and', -0.07872424625314142), ('run', -0.06534505746927403), ('all', -0.05707465817451328), ('are', -0.05409927280344689)], 'positive': [('never', 0.06765261001752813), ('and', 0.044154653652587895), ('confused', -0.0328021217994274), ('use', -0.03263524452981775), ('run', -0.030679977904667602), ('let', -0.0273833804540998)]}
947;Nusa Indah Eatery is disappointing now, man. Filthy, smokers are just allowed in AC-ed room, food takes a decade to come.;negative;[0.8754232377907538, 0.10730895685450831, 0.01726780535473789];negative;{'negative': [('now', 0.10553707003800711), ('room', 0.10483039819561113), ('food', 0.0990124689053036), ('disappointing', 0.08963295665921198), ('is', 0.07306869054911065), ('Eatery', -0.07048587258448367)], 'neutral': [('food', -0.11930459317293904), ('room', -0.09302630835736707), ('is', -0.08552428268576788), ('Eatery', 0.07693178110173818), ('disappointing', -0.06973498449396882), ('are', -0.06865243745218061)], 'positive': [('now', -0.035003778306711954), ('takes', -0.024962689594187716), ('food', 0.02117052284548296), ('disappointing', -0.018752594714030693), ('is', 0.01420822977104101), ('man', -0.01289188423102205)]}
175;Nadia is looking for a shirt in Uniqlo for her brother.;neutral;[0.030661205951794227, 0.8505479819680196, 0.11879081208018638];neutral;{'negative': [('for', -0.04340854655443356), ('looking', -0.03924656019715966), ('is', 0.037871666814925826), ('in', -0.03428793940376302), ('brother', -0.023690146685643135), ('her', -0.01646145237882332)], 'neutral': [('her', 0.15033166794613748), ('is', -0.14808417662964676), ('looking', 0.10999267364096754), ('in', 0.08167629612794351), ('for', -0.05041199287403886), ('brother', 0.013488196077746291)], 'positive': [('her', -0.13387021556731415), ('is', 0.11021250981472111), ('for', 0.09382053942847249), ('looking', -0.07074611344380782), ('in', -0.04738835672418046), ('brother', 0.010201950607896788)]}
107;101 Dalmations: the series is an animated television series produced by Disney Television Animation, in collaboration with Jumbo Pictures.;neutral;[0.019552640816406175, 0.9298349677972195, 0.050612391386374314];neutral;{'negative': [('by', -0.06506954167220295), ('is', 0.02730268910260141), ('in', -0.021928030336523047), ('collaboration', -0.01592303698045534), ('with', -0.01573010358663549), ('Jumbo', -0.01126069426946582)], 'neutral': [('by', 0.14470413730946527), ('is', -0.0893747627906413), ('collaboration', 0.08696815781944982), ('Pictures', 0.07031951276865735), ('the', -0.05925267269847034), ('in', 0.050779129175565735)], 'positive': [('by', -0.08322779297022644), ('collaboration', -0.07830890177225662), ('Pictures', -0.06889551431300772), ('with', 0.06140506381662127), ('is', 0.057191531831155655), ('the', 0.04700234952876071)]}
28;The Inter-Korean Liaison Office will be opened this week;neutral;[0.10354277465266382, 0.842957758292515, 0.053499467054821156];neutral;{'negative': [('will', -0.23996467037433347), ('this', 0.13782995855875807), ('week', -0.11120918773026028), ('be', 0.03622751548613595), ('opened', -0.035048665311696245), ('The', 0.022857853552652383)], 'neutral': [('will', 0.2545184615722152), ('this', -0.17473877033927065), ('week', 0.171690001617682), ('opened', 0.07494338146621192), ('The', -0.07383998258998725), ('Office', -0.012305849308408952)], 'positive': [('week', -0.06220366545979706), ('The', 0.04945597127549895), ('opened', -0.04146619600747838), ('this', 0.03544138125203967), ('be', -0.03320860970054464), ('Office', 0.020569637090866604)]}
959;Share the love with Sinde! Get 50 Umrah packages for every purchase over Rp 15.000 in Alfamart!;neutral;[0.044043569853911814, 0.8629331056225237, 0.09302332452356475];neutral;{'negative': [('Get', -0.03671715742981564), ('in', -0.022341520915712735), ('with', -0.019304500050381614), ('for', -0.019086096481167655), ('every', 0.01722366847424124), ('Rp', -0.013287834124820016)], 'neutral': [('Get', 0.10148055898239028), ('the', -0.054052981361125005), ('in', 0.03986138991434773), ('with', -0.03545928578785608), ('50', 0.034805673125195585), ('000', 0.02953631578217163)], 'positive': [('Get', -0.06565024145604396), ('with', 0.05186822827386896), ('the', 0.0436574961314406), ('50', -0.03436527577958292), ('over', -0.030665924745911), ('for', 0.02699077411246486)]}
100;Buy shirts, hats, or watches in Lapak Monoton Roomstore, price negotiable for phone app users, my dudes;neutral;[0.16745214022432783, 0.557736330836849, 0.27481152893882316];neutral;{'negative': [('in', -0.06310246440883956), ('for', -0.05247540263095392), ('phone', 0.04926259333418457), ('users', 0.04857588378495529), ('price', -0.04153879066155665), ('or', 0.024211879296578604)], 'neutral': [('phone', -0.1799946665174327), ('Buy', 0.16160882708479177), ('in', 0.09379112832455574), ('app', -0.0875049372885113), ('or', -0.07935028608692576), ('price', -0.04191620993922634)], 'positive': [('Buy', -0.1403546759329133), ('phone', 0.13470207328439154), ('price', 0.08741418612120261), ('app', 0.08524534399443912), ('users', -0.08471024447594407), ('for', 0.07074455386376818)]}
288;Google Maps app is really useful, I'm satisfied!;positive;[0.1165891927572325, 0.058173211864376864, 0.8252375953783905];positive;{'negative': [('satisfied', -0.21743123278854443), ('is', -0.019480089484389874), ('really', 0.016597850202787992), ('app', -0.011311800739806222), ('Maps', -0.0015326629303344121), ('Google', -0.0010560089916667494)], 'neutral': [('really', -0.2112830949359945), ('is', -0.16279307838795068), ('satisfied', -0.07372717072401194), ('app', 0.0489667702189605), ('m', -0.002552726454713759), ('Maps', -0.0025388404353466356)], 'positive': [('satisfied', 0.29117931348628834), ('really', 0.19474041417691215), ('is', 0.1823220639670355), ('app', -0.03760372620112209), ('Maps', 0.004115009870214476), ('m', 0.0025801426994573767)]}
667;On Saturday night there, couples are given uncomfortabe seats, since it'll always shake whenever people pass by, feels more like a roadside stall.The food is not worth the price at all, couples should be given a good spot, not being randomly placed on seats like that.;negative;[0.9186833998030439, 0.03294371936512317, 0.04837288083183308];negative;{'negative': [('like', 0.1320023122043784), ('not', 0.12064593298170084), ('should', 0.08476425418580394), ('feels', 0.08404150057967308), ('by', -0.07036219532149207), ('couples', -0.03747818906255501)], 'neutral': [('like', -0.08599402293273428), ('feels', -0.061903946740264185), ('should', -0.05604127123318346), ('by', 0.05418926671213951), ('not', -0.05344774542048008), ('good', -0.04776955563663461)], 'positive': [('not', -0.06675440451168081), ('like', -0.04775945120683622), ('spot', 0.03407334419255709), ('should', -0.028876523855146122), ('price', 0.023629449248547936), ('good', 0.023506646137698175)]}
525;The menu is decently varied and makes you wanna order them all. Affordable? Absolutely!;positive;[0.12318886006261148, 0.027882061614827515, 0.8489290783225608];positive;{'negative': [('them', 0.1686879188022667), ('menu', -0.14164503965196576), ('varied', -0.13982794388614297), ('Affordable', -0.10235012499248797), ('you', -0.09011959883130916), ('makes', 0.07145421751836764)], 'neutral': [('and', -0.11193180133032518), ('is', -0.07863064855574844), ('makes', -0.062228092130727115), ('menu', -0.05936500493829747), ('The', -0.05819288518982209), ('order', 0.05303179146355561)], 'positive': [('menu', 0.1997895219230649), ('them', -0.1777049871789422), ('and', 0.1681833123174766), ('varied', 0.13824601849524637), ('Affordable', 0.11694265237236645), ('The', 0.11613811965116677)]}
